Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2019-03-25_12:05:51.339361,0.029354297571211004,0.008528263045578,0.7512207,0.01135254,0.020826034525633003,0.9014893,0.02310181
2019-03-25_12:05:51.757104,0.029403003179226,0.008299005512352001,0.7512207,0.01104736,0.021103997666874,0.9016113,0.02340698
2019-03-25_12:05:52.162134,0.030113427988968003,0.009034093233204,0.7513428,0.01202393,0.021079334755764,0.9017334,0.02337646
2019-03-25_12:05:52.516418,0.029426429041519,0.008817695477848,0.7514648,0.01173401,0.020608733563671,0.9016113,0.02285767
2019-03-25_12:05:52.870242,0.028818321350831996,0.008264622140913,0.7512207,0.01100159,0.020553699209918997,0.9016113,0.02279663
2019-03-25_12:05:53.281434,0.028965969710025997,0.008381966128216,0.7514648,0.01115417,0.02058400358181,0.9017334,0.02282715
2019-03-25_12:05:53.670373,0.029608909459362003,0.009079947684288001,0.7513428,0.01208496,0.020528961775074,0.9017334,0.02276611
2019-03-25_12:05:54.064251,0.029424117330513002,0.008619964556426999,0.7512207,0.01147461,0.020804152774086003,0.9017334,0.02307129
2019-03-25_12:05:54.467143,0.029510676359415004,0.00892945997262,0.7512207,0.0118866,0.020581216386795,0.9016113,0.02282715
2019-03-25_12:05:54.843305,0.028838915616951004,0.008505335789814,0.7512207,0.01132202,0.020333579827137002,0.9016113,0.02255249
2019-03-25_12:05:55.215385,0.029907031440630002,0.009102878666543999,0.7513428,0.01211548,0.020804152774086003,0.9017334,0.02307129
2019-03-25_12:05:55.600397,0.030034902991766997,0.00906848219316,0.7513428,0.0120697,0.020966420798607,0.9016113,0.02325439
2019-03-25_12:05:55.986563,0.029780918551650003,0.008976765777564,0.7513428,0.01194763,0.020804152774086003,0.9017334,0.02307129
2019-03-25_12:05:56.345227,0.02974339020092,0.008829162830696,0.7514648,0.01174927,0.020914227370224,0.9017334,0.02319336
2019-03-25_12:05:56.709477,0.02895910980999,0.008482408534049999,0.7512207,0.0112915,0.02047670127594,0.9018555,0.02270508
2019-03-25_12:05:57.082397,0.029813044991621997,0.008816263928627999,0.7513428,0.01173401,0.020996781062993998,0.9017334,0.02328491
2019-03-25_12:05:57.453133,0.029355296086091998,0.008688738811512,0.7512207,0.01156616,0.02066655727458,0.9017334,0.0229187
2019-03-25_12:05:57.826943,0.029637742684350002,0.008561262194352,0.7510986,0.01139832,0.021076480489998002,0.9016113,0.02337646
2019-03-25_12:05:58.220281,0.029579152172742,0.008747478495288,0.7513428,0.01164246,0.020831673677454,0.9017334,0.02310181
2019-03-25_12:05:58.626830,0.029784130842761998,0.008677275183629998,0.7512207,0.0115509,0.021106855659132,0.9017334,0.02340698
2019-03-25_12:05:59.018984,0.028960938679533005,0.008459488790493,0.7512207,0.01126099,0.020501449889040003,0.9017334,0.0227356
2019-03-25_12:05:59.437814,0.030062421680484,0.009206060573268,0.7513428,0.01225281,0.020856361107216,0.9016113,0.02313232
2019-03-25_12:05:59.820272,0.029781272850503998,0.008677275183629998,0.7512207,0.0115509,0.021103997666874,0.9016113,0.02340698
2019-03-25_12:06:00.197641,0.029353423423218998,0.008747478495288,0.7513428,0.01164246,0.020605944927931,0.9014893,0.02285767
2019-03-25_12:06:00.569312,0.029286869140291,0.008323285377264,0.7513428,0.01107788,0.020963583763027,0.9014893,0.02325439
2019-03-25_12:06:00.948303,0.029613007501998002,0.008976765777564,0.7513428,0.01194763,0.020636241724434002,0.9016113,0.02288818
2019-03-25_12:06:01.299057,0.029540559201603,0.008436561534729,0.7512207,0.01123047,0.021103997666874,0.9016113,0.02340698
2019-03-25_12:06:01.706599,0.029308049488287,0.008781867455244001,0.7513428,0.01168823,0.020526182033043,0.9016113,0.02276611
2019-03-25_12:06:02.077624,0.029535568343706,0.008758936472988,0.7513428,0.01165771,0.020776631870717998,0.9017334,0.02304077
2019-03-25_12:06:02.425331,0.029353914430704002,0.00841500179286,0.7513428,0.01119995,0.020938912637844,0.9016113,0.02322388
2019-03-25_12:06:02.843930,0.029296074338293003,0.008552580172968,0.7513428,0.01138306,0.020743494165325,0.9014893,0.02301025
2019-03-25_12:06:03.210948,0.029062707496581,0.00828888890388,0.7513428,0.0110321,0.020773818592701,0.9016113,0.02304077
2019-03-25_12:06:03.577128,0.029886178277464003,0.008619964556426999,0.7512207,0.01147461,0.021266213721037003,0.9014893,0.02359009
2019-03-25_12:06:03.994708,0.029652485774969997,0.00906848219316,0.7513428,0.0120697,0.02058400358181,0.9017334,0.02282715
2019-03-25_12:06:04.354688,0.029945487182330997,0.008896514853096,0.7513428,0.01184082,0.021048972329235,0.9016113,0.02334595
2019-03-25_12:06:04.740149,0.03000365667696,0.00887214183321,0.7512207,0.0118103,0.02113151484375,0.9016113,0.0234375
2019-03-25_12:06:05.099793,0.029584129927473,0.008425097906847,0.7512207,0.01121521,0.021159032020626,0.9016113,0.02346802
2019-03-25_12:06:05.455965,0.028908579760680002,0.008630025271181998,0.7510986,0.01148987,0.020278554489498002,0.9016113,0.02249146
2019-03-25_12:06:05.812646,0.028618796234169,0.008505335789814,0.7512207,0.01132202,0.020113460444355,0.9016113,0.02230835
2019-03-25_12:06:06.211838,0.028986174232893,0.008402170651083,0.7512207,0.01118469,0.02058400358181,0.9017334,0.02282715
2019-03-25_12:06:06.576124,0.030283134312954,0.009011162250948,0.7513428,0.01199341,0.021271972062006,0.9017334,0.02359009
2019-03-25_12:06:06.973867,0.029102145529170002,0.008793332946372,0.7513428,0.01170349,0.020308812582798,0.9017334,0.02252197
2019-03-25_12:06:07.341185,0.029109451074276,0.008665811555747999,0.7512207,0.01153564,0.020443639518528,0.9016113,0.02267456
2019-03-25_12:06:07.706671,0.029818444277277,0.008986770599823,0.7512207,0.01196289,0.020831673677454,0.9017334,0.02310181
2019-03-25_12:06:08.103625,0.030322311089487,0.009273338760252,0.7512207,0.01234436,0.021048972329235,0.9016113,0.02334595
2019-03-25_12:06:08.495542,0.029094818381505003,0.008265965435052,0.7513428,0.01100159,0.020828852946453,0.9016113,0.02310181
2019-03-25_12:06:08.882875,0.029105851562004,0.008574110044898999,0.7512207,0.01141357,0.020531741517105,0.9018555,0.02276611
2019-03-25_12:06:09.243493,0.029693774937768,0.00899969675982,0.7513428,0.01197815,0.020694078177948,0.9017334,0.02294922
2019-03-25_12:06:09.638739,0.029276889938841,0.008310469140234,0.7512207,0.01106262,0.020966420798607,0.9016113,0.02325439
2019-03-25_12:06:09.998746,0.029998225419668997,0.008701616530776,0.7513428,0.01158142,0.021296608888893,0.9016113,0.02362061
