Time,Total Power (W),P_VDD,V_VDD,I_VDD,P_VDDM,V_VDDM,I_VDDM
2019-03-25_12:25:01.249292,0.028799492498412002,0.008380605319475999,0.7513428,0.01115417,0.020418887178936,0.9017334,0.02264404
2019-03-25_12:25:01.634796,0.029695873881502,0.008952379716177,0.7512207,0.01191711,0.020743494165325,0.9014893,0.02301025
2019-03-25_12:25:01.980334,0.029597829640932,0.008768976694479,0.7512207,0.01167297,0.020828852946453,0.9016113,0.02310181
2019-03-25_12:25:02.360790,0.02993832017004,0.009024092799816,0.7514648,0.01200867,0.020914227370224,0.9017334,0.02319336
2019-03-25_12:25:02.731564,0.029175069342594,0.008896514853096,0.7513428,0.01184082,0.020278554489498002,0.9016113,0.02249146
2019-03-25_12:25:03.107602,0.029381427117834,0.008690151039648,0.7513428,0.01156616,0.020691276078186,0.9016113,0.02294922
2019-03-25_12:25:03.487994,0.029414405773343998,0.008723129695157998,0.7512207,0.01161194,0.020691276078186,0.9016113,0.02294922
2019-03-25_12:25:03.851572,0.029777514400673,0.0084837872262,0.7513428,0.0112915,0.021293727174473,0.9014893,0.02362061
2019-03-25_12:25:04.258486,0.029512123186908,0.008655762079692,0.7513428,0.01152039,0.020856361107216,0.9016113,0.02313232
2019-03-25_12:25:04.662223,0.029468555826969,0.008667220057391999,0.7513428,0.01153564,0.020801335769577,0.9016113,0.02307129
2019-03-25_12:25:05.067828,0.029240173577757003,0.008493872161932,0.7512207,0.01130676,0.020746301415825,0.9016113,0.02301025
2019-03-25_12:25:05.423509,0.028655046061716,0.008208637979412,0.7513428,0.01092529,0.020446408082304,0.9017334,0.02267456
2019-03-25_12:25:05.776676,0.029427821148696,0.00854111468184,0.7513428,0.0113678,0.020886706466856,0.9017334,0.02316284
2019-03-25_12:25:06.145713,0.029386013312453996,0.008667220057391999,0.7513428,0.01153564,0.020718793255062,0.9016113,0.02297974
2019-03-25_12:25:06.544180,0.029229164214468,0.008700202439394,0.7512207,0.01158142,0.020528961775074,0.9017334,0.02276611
2019-03-25_12:25:06.914837,0.029595023919363,0.008356323651761999,0.7512207,0.01112366,0.021238700267601,0.9014893,0.02355957
2019-03-25_12:25:07.269213,0.02847802007967,0.008254499943924,0.7513428,0.01098633,0.020223520135746,0.9016113,0.02243042
2019-03-25_12:25:07.643048,0.029407648353057002,0.008793332946372,0.7513428,0.01170349,0.020614315406685,0.9018555,0.02285767
2019-03-25_12:25:08.030427,0.029842844030465998,0.00887358387084,0.7513428,0.0118103,0.020969260159626,0.9017334,0.02325439
2019-03-25_12:25:08.384924,0.029480592922020002,0.008346216359519999,0.7513428,0.0111084,0.0211343765625,0.9017334,0.0234375
2019-03-25_12:25:08.779987,0.029400284629835998,0.008678685548519999,0.7513428,0.0115509,0.020721599081316,0.9017334,0.02297974
2019-03-25_12:25:09.178604,0.028853249830121996,0.008104138862771998,0.7512207,0.01078796,0.02074911096735,0.9017334,0.02301025
2019-03-25_12:25:09.582765,0.029476468031906997,0.008724547513032,0.7513428,0.01161194,0.020751920518875,0.9018555,0.02301025
2019-03-25_12:25:10.006707,0.029735113954854002,0.008518183699584,0.7513428,0.01133728,0.02121693025527,0.9017334,0.02352905
2019-03-25_12:25:10.384958,0.029285129033985002,0.008896514853096,0.7513428,0.01184082,0.020388614180889,0.9016113,0.02261353
2019-03-25_12:25:10.768131,0.029284340864600997,0.008532420345725999,0.7515869,0.01135254,0.020751920518875,0.9018555,0.02301025
2019-03-25_12:25:11.162840,0.029658534827938003,0.008634232861576,0.7514648,0.01148987,0.021024301966362003,0.9017334,0.02331543
2019-03-25_12:25:11.565183,0.029822613872013,0.009024092799816,0.7514648,0.01200867,0.020798521072197002,0.9014893,0.02307129
2019-03-25_12:25:11.944860,0.029383350551634,0.008771826066456,0.7514648,0.01167297,0.020611524485178,0.9017334,0.02285767
2019-03-25_12:25:12.328611,0.029508089192562002,0.0084837872262,0.7513428,0.0112915,0.021024301966362003,0.9017334,0.02331543
2019-03-25_12:25:12.710396,0.02852889893394,0.008357681850648,0.7513428,0.01112366,0.020171217083292,0.9017334,0.02236938
2019-03-25_12:25:13.088091,0.029481963014946003,0.008897959433136001,0.7514648,0.01184082,0.02058400358181,0.9017334,0.02282715
2019-03-25_12:25:13.460972,0.028455089097414,0.008231568961668,0.7513428,0.01095581,0.020223520135746,0.9016113,0.02243042
2019-03-25_12:25:13.836124,0.029325151543355,0.008796189768280999,0.7515869,0.01170349,0.020528961775074,0.9017334,0.02276611
2019-03-25_12:25:14.234846,0.030024561661892,0.008670035907116,0.7515869,0.01153564,0.021354525754776,0.9017334,0.02368164
2019-03-25_12:25:14.605609,0.02917099734756,0.008449398266244,0.7513428,0.01124573,0.020721599081316,0.9017334,0.02297974
2019-03-25_12:25:14.997568,0.029515306468401,0.008631428184308999,0.7512207,0.01148987,0.020883878284092,0.9016113,0.02316284
2019-03-25_12:25:15.376138,0.029547956085757998,0.008829162830696,0.7514648,0.01174927,0.020718793255062,0.9016113,0.02297974
2019-03-25_12:25:15.757929,0.02964798746037,0.008403536301732,0.7513428,0.01118469,0.021244451158638,0.9017334,0.02355957
2019-03-25_12:25:16.128040,0.029607174568490997,0.008827729419755998,0.7513428,0.01174927,0.020779445148735,0.9018555,0.02304077
2019-03-25_12:25:16.531564,0.030151850995779,0.009102878666543999,0.7513428,0.01211548,0.021048972329235,0.9016113,0.02334595
2019-03-25_12:25:16.910757,0.029149843719144003,0.008265965435052,0.7513428,0.01100159,0.020883878284092,0.9016113,0.02316284
2019-03-25_12:25:17.329128,0.028941702551855998,0.00822010347054,0.7513428,0.01094055,0.020721599081316,0.9017334,0.02297974
2019-03-25_12:25:17.695584,0.029443340768093997,0.008724547513032,0.7513428,0.01161194,0.020718793255062,0.9016113,0.02297974
2019-03-25_12:25:18.053247,0.029335566628542,0.008231568961668,0.7513428,0.01095581,0.021103997666874,0.9016113,0.02340698
2019-03-25_12:25:18.429218,0.03004178526618,0.008690151039648,0.7513428,0.01156616,0.021351634226532,0.9016113,0.02368164
2019-03-25_12:25:18.814637,0.029754341118927,0.008619964556426999,0.7512207,0.01147461,0.0211343765625,0.9017334,0.0234375
